User,LP Balance,is_contract,contract_type,events,withdrawn_eth,withdrawn_crv,eth_to_redeem,crv_to_redeem
0x4CdDf20FA8Ab248db186b7b29e4DdB9a8456DA2b,5735,False,,[],0,0,116,308141
0xbDfA4f4492dD7b7Cf211209C4791AF8d52BF5c50,4414,False,,[],0,0,89,237163
0xca0b43613E6639cEd88c5e55780Ec422cB5EC8Bb,3029,False,,[],0,0,61,162747
0x565Df4d7c0ACf4fa6E8077bc9A41C3C73196492c,2165,False,,[],0,0,44,116325
0x8b932f5e9B62BBA7fC468396DD628aE2DD88cF33,2084,False,,[],0,0,42,111973
0x7e8e1B9176cE8cf0AD1D396538dB01a9B7629e08,1531,False,,[],0,0,31,82260
0xB15a2Ea2fF68Ad3bFde2E39d5aad2d9E6B01B5F4,1415,False,,[],0,0,28,76027
0x76106777ac2E6c8F2241398552532f0F03861f48,1193,False,,[],0,0,24,64099
0x154001A2F9f816389b2F6D9E07563cE0359D813D,724,False,,[],0,0,14,38900
0xF86A2d083e62a0c2c2365D8F23e1db39AcB0585f,476,False,,[],0,0,9,25575
0x80C212a176C11F16C6EF2d64CB4D856cAe371F34,198,False,,[],0,0,4,10638
